Date,Site_Code,Site_Name,Region,Visitors,Avg_Spend_per_Head_GBP,Weather
2025-05-27,S004,Nova Bristol Cabot,Bristol,2426,11.18,Sunny
2025-05-27,S005,Nova Edinburgh Princes,Edinburgh,2714,12.65,Sunny
2025-05-28,S001,Nova London Bridge,London,4421,13.88,Sunny
2025-05-28,S002,Nova Manchester Arndale,Manchester,3613,18.11,Sunny
2025-05-28,S003,Nova Birmingham Bullring,Birmingham,3180,17.44,Cold
2025-05-28,S004,Nova Bristol Cabot,Bristol,2204,13.93,Dry
2025-05-28,S005,Nova Edinburgh Princes,Edinburgh,2658,12.77,Dry
2025-05-29,S001,Nova London Bridge,London,4422,16.43,Dry
2025-05-29,S002,Nova Manchester Arndale,Manchester,2994,11.01,Dry
2025-05-29,S003,Nova Birmingham Bullring,Birmingham,4286,16.25,Sunny
2025-05-29,S004,Nova Bristol Cabot,Bristol,2749,16.1,Sunny
2025-05-29,S005,Nova Edinburgh Princes,Edinburgh,2631,13.31,Dry
2025-05-30,S001,Nova London Bridge,London,5536,12.66,Dry
2025-05-30,S002,Nova Manchester Arndale,Manchester,3801,12.38,Dry
2025-05-30,S003,Nova Birmingham Bullring,Birmingham,4625,18.29,Dry
2025-05-30,S004,Nova Bristol Cabot,Bristol,3124,16.89,Dry
2025-05-30,S005,Nova Edinburgh Princes,Edinburgh,3269,15.11,Cold
2025-05-31,S001,Nova London Bridge,London,6819,12.6,Dry
2025-05-31,S002,Nova Manchester Arndale,Manchester,5140,16.49,Dry
2025-05-31,S003,Nova Birmingham Bullring,Birmingham,6102,16.07,Sunny
2025-05-31,S004,Nova Bristol Cabot,Bristol,3100,12.94,Rain
2025-05-31,S005,Nova Edinburgh Princes,Edinburgh,3885,11.96,Dry
2025-06-01,S001,Nova London Bridge,London,5394,17.55,Dry
2025-06-01,S002,Nova Manchester Arndale,Manchester,3275,17.48,Rain
2025-06-01,S003,Nova Birmingham Bullring,Birmingham,4397,14.24,Dry
2025-06-01,S004,Nova Bristol Cabot,Bristol,2919,14.36,Dry
2025-06-01,S005,Nova Edinburgh Princes,Edinburgh,3755,13.24,Sunny
2025-06-02,S001,Nova London Bridge,London,2855,16.72,Rain
2025-06-02,S002,Nova Manchester Arndale,Manchester,2955,15.91,Dry
2025-06-02,S003,Nova Birmingham Bullring,Birmingham,2881,16.98,Cold
2025-06-02,S004,Nova Bristol Cabot,Bristol,1691,13.9,Cold
2025-06-02,S005,Nova Edinburgh Princes,Edinburgh,2332,15.58,Dry
2025-06-03,S001,Nova London Bridge,London,2908,13.14,Rain
2025-06-03,S002,Nova Manchester Arndale,Manchester,2689,12.61,Cold
2025-06-03,S003,Nova Birmingham Bullring,Birmingham,3224,13.61,Dry
2025-06-03,S004,Nova Bristol Cabot,Bristol,1841,13.76,Cold
2025-06-03,S005,Nova Edinburgh Princes,Edinburgh,2264,12.2,Dry
2025-06-04,S001,Nova London Bridge,London,3760,18.01,Dry
2025-06-04,S002,Nova Manchester Arndale,Manchester,2975,15.38,Dry
2025-06-04,S003,Nova Birmingham Bullring,Birmingham,3112,13.23,Dry
2025-06-04,S004,Nova Bristol Cabot,Bristol,2078,17.89,Dry
2025-06-04,S005,Nova Edinburgh Princes,Edinburgh,2428,12.47,Dry
2025-06-05,S001,Nova London Bridge,London,4226,16.32,Dry
2025-06-05,S002,Nova Manchester Arndale,Manchester,3017,14.13,Dry
2025-06-05,S003,Nova Birmingham Bullring,Birmingham,3124,15.08,Cold
2025-06-05,S004,Nova Bristol Cabot,Bristol,2652,14.28,Sunny
2025-06-05,S005,Nova Edinburgh Princes,Edinburgh,2758,13.42,Dry
2025-06-06,S001,Nova London Bridge,London,5480,14.08,Dry
2025-06-06,S002,Nova Manchester Arndale,Manchester,4131,18.96,Dry
2025-06-06,S003,Nova Birmingham Bullring,Birmingham,3492,17.3,Rain
2025-06-06,S004,Nova Bristol Cabot,Bristol,2959,18.36,Dry
2025-06-06,S005,Nova Edinburgh Princes,Edinburgh,2632,16.6,Rain
2025-06-07,S001,Nova London Bridge,London,6023,19.41,Dry
2025-06-07,S002,Nova Manchester Arndale,Manchester,4722,11.57,Dry
2025-06-07,S003,Nova Birmingham Bullring,Birmingham,5727,14.53,Sunny
2025-06-07,S004,Nova Bristol Cabot,Bristol,3412,11.92,Dry
2025-06-07,S005,Nova Edinburgh Princes,Edinburgh,3671,17.67,Dry
2025-06-08,S001,Nova London Bridge,London,5647,11.6,Dry
2025-06-08,S002,Nova Manchester Arndale,Manchester,4655,15.54,Sunny
2025-06-08,S003,Nova Birmingham Bullring,Birmingham,4885,15.52,Dry
2025-06-08,S004,Nova Bristol Cabot,Bristol,2381,14.84,Rain
2025-06-08,S005,Nova Edinburgh Princes,Edinburgh,3452,18.31,Dry
2025-06-09,S001,Nova London Bridge,London,3546,15.8,Dry
2025-06-09,S002,Nova Manchester Arndale,Manchester,2478,11.82,Cold
2025-06-09,S003,Nova Birmingham Bullring,Birmingham,3186,15.21,Dry
2025-06-09,S004,Nova Bristol Cabot,Bristol,1898,16.41,Cold
2025-06-09,S005,Nova Edinburgh Princes,Edinburgh,2244,18.34,Cold
2025-06-10,S001,Nova London Bridge,London,3952,14.69,Sunny
2025-06-10,S002,Nova Manchester Arndale,Manchester,2731,11.72,Cold
2025-06-10,S003,Nova Birmingham Bullring,Birmingham,3404,12.98,Sunny
2025-06-10,S004,Nova Bristol Cabot,Bristol,2244,13.36,Sunny
2025-06-10,S005,Nova Edinburgh Princes,Edinburgh,1955,18.11,Rain
2025-06-11,S001,Nova London Bridge,London,3799,15.2,Cold
2025-06-11,S002,Nova Manchester Arndale,Manchester,2904,13.35,Cold
2025-06-11,S003,Nova Birmingham Bullring,Birmingham,3880,12.7,Sunny
2025-06-11,S004,Nova Bristol Cabot,Bristol,2132,15.28,Dry
2025-06-11,S005,Nova Edinburgh Princes,Edinburgh,2497,15.61,Dry
2025-06-12,S001,Nova London Bridge,London,4144,13.61,Dry
2025-06-12,S002,Nova Manchester Arndale,Manchester,3697,15.84,Sunny
2025-06-12,S003,Nova Birmingham Bullring,Birmingham,3304,12.0,Dry
2025-06-12,S004,Nova Bristol Cabot,Bristol,2247,13.41,Dry
2025-06-12,S005,Nova Edinburgh Princes,Edinburgh,1958,16.2,Rain
2025-06-13,S001,Nova London Bridge,London,4054,16.81,Rain
2025-06-13,S002,Nova Manchester Arndale,Manchester,3879,17.58,Dry
2025-06-13,S003,Nova Birmingham Bullring,Birmingham,3393,16.33,Rain
2025-06-13,S004,Nova Bristol Cabot,Bristol,2519,11.75,Cold
2025-06-13,S005,Nova Edinburgh Princes,Edinburgh,3390,18.87,Dry
2025-06-14,S001,Nova London Bridge,London,5385,13.77,Rain
2025-06-14,S002,Nova Manchester Arndale,Manchester,5135,17.47,Sunny
2025-06-14,S003,Nova Birmingham Bullring,Birmingham,4846,16.7,Dry
2025-06-14,S004,Nova Bristol Cabot,Bristol,4028,12.04,Sunny
2025-06-14,S005,Nova Edinburgh Princes,Edinburgh,3871,15.41,Dry
2025-06-15,S001,Nova London Bridge,London,5465,18.72,Dry
2025-06-15,S002,Nova Manchester Arndale,Manchester,4631,17.34,Sunny
2025-06-15,S003,Nova Birmingham Bullring,Birmingham,3939,13.91,Cold
2025-06-15,S004,Nova Bristol Cabot,Bristol,2465,13.87,Rain
2025-06-15,S005,Nova Edinburgh Princes,Edinburgh,2916,15.84,Rain
2025-06-16,S001,Nova London Bridge,London,4135,13.04,Sunny
2025-06-16,S002,Nova Manchester Arndale,Manchester,2256,14.32,Rain
2025-06-16,S003,Nova Birmingham Bullring,Birmingham,2808,13.8,Dry
2025-06-16,S004,Nova Bristol Cabot,Bristol,1736,11.91,Rain
2025-06-16,S005,Nova Edinburgh Princes,Edinburgh,1813,13.77,Rain
2025-06-17,S001,Nova London Bridge,London,3728,11.02,Dry
2025-06-17,S002,Nova Manchester Arndale,Manchester,2741,16.88,Dry
2025-06-17,S003,Nova Birmingham Bullring,Birmingham,3484,11.22,Sunny
2025-06-17,S004,Nova Bristol Cabot,Bristol,2164,17.81,Sunny
2025-06-17,S005,Nova Edinburgh Princes,Edinburgh,2237,12.58,Dry
2025-06-18,S001,Nova London Bridge,London,3715,17.13,Dry
2025-06-18,S002,Nova Manchester Arndale,Manchester,2851,12.54,Cold
2025-06-18,S003,Nova Birmingham Bullring,Birmingham,3116,16.82,Dry
2025-06-18,S004,Nova Bristol Cabot,Bristol,2188,15.04,Dry
2025-06-18,S005,Nova Edinburgh Princes,Edinburgh,2247,11.46,Cold
2025-06-19,S001,Nova London Bridge,London,4269,11.99,Dry
2025-06-19,S002,Nova Manchester Arndale,Manchester,2575,15.92,Rain
2025-06-19,S003,Nova Birmingham Bullring,Birmingham,3331,16.05,Dry
2025-06-19,S004,Nova Bristol Cabot,Bristol,2496,14.26,Sunny
2025-06-19,S005,Nova Edinburgh Princes,Edinburgh,2134,12.34,Rain
2025-06-20,S001,Nova London Bridge,London,4885,12.89,Dry
2025-06-20,S002,Nova Manchester Arndale,Manchester,3774,16.73,Cold
2025-06-20,S003,Nova Birmingham Bullring,Birmingham,3582,18.39,Rain
2025-06-20,S004,Nova Bristol Cabot,Bristol,2810,17.67,Dry
2025-06-20,S005,Nova Edinburgh Princes,Edinburgh,3189,17.7,Dry
2025-06-21,S001,Nova London Bridge,London,5657,13.61,Cold
2025-06-21,S002,Nova Manchester Arndale,Manchester,4235,16.55,Cold
2025-06-21,S003,Nova Birmingham Bullring,Birmingham,4931,14.37,Dry
2025-06-21,S004,Nova Bristol Cabot,Bristol,3868,13.67,Sunny
2025-06-21,S005,Nova Edinburgh Princes,Edinburgh,3795,15.81,Dry
2025-06-22,S001,Nova London Bridge,London,5922,15.47,Dry
2025-06-22,S002,Nova Manchester Arndale,Manchester,3503,12.25,Rain
2025-06-22,S003,Nova Birmingham Bullring,Birmingham,4780,17.1,Dry
2025-06-22,S004,Nova Bristol Cabot,Bristol,2549,13.39,Rain
2025-06-22,S005,Nova Edinburgh Princes,Edinburgh,3450,16.81,Dry
2025-06-23,S001,Nova London Bridge,London,3284,12.99,Cold
2025-06-23,S002,Nova Manchester Arndale,Manchester,2374,17.79,Cold
2025-06-23,S003,Nova Birmingham Bullring,Birmingham,2474,16.69,Rain
2025-06-23,S004,Nova Bristol Cabot,Bristol,1607,14.64,Rain
2025-06-23,S005,Nova Edinburgh Princes,Edinburgh,2223,16.59,Dry
2025-06-24,S001,Nova London Bridge,London,3936,15.84,Dry
2025-06-24,S002,Nova Manchester Arndale,Manchester,2866,12.44,Dry
2025-06-24,S003,Nova Birmingham Bullring,Birmingham,3220,11.38,Sunny
2025-06-24,S004,Nova Bristol Cabot,Bristol,1850,17.59,Dry
2025-06-24,S005,Nova Edinburgh Princes,Edinburgh,2327,15.94,Dry
2025-06-25,S001,Nova London Bridge,London,4198,11.84,Dry
2025-06-25,S002,Nova Manchester Arndale,Manchester,3059,16.84,Dry
2025-06-25,S003,Nova Birmingham Bullring,Birmingham,2795,15.4,Rain
2025-06-25,S004,Nova Bristol Cabot,Bristol,2179,11.26,Dry
2025-06-25,S005,Nova Edinburgh Princes,Edinburgh,2130,17.53,Cold
2025-06-26,S001,Nova London Bridge,London,4760,11.11,Sunny
2025-06-26,S002,Nova Manchester Arndale,Manchester,3157,14.83,Dry
2025-06-26,S003,Nova Birmingham Bullring,Birmingham,3007,11.73,Cold
2025-06-26,S004,Nova Bristol Cabot,Bristol,1691,17.01,Rain
2025-06-26,S005,Nova Edinburgh Princes,Edinburgh,2778,12.67,Dry
2025-06-27,S001,Nova London Bridge,London,4949,15.44,Dry
2025-06-27,S002,Nova Manchester Arndale,Manchester,3724,11.82,Dry
2025-06-27,S003,Nova Birmingham Bullring,Birmingham,5110,18.16,Sunny
2025-06-27,S004,Nova Bristol Cabot,Bristol,2760,12.89,Dry
2025-06-27,S005,Nova Edinburgh Princes,Edinburgh,3348,15.47,Dry
2025-06-28,S001,Nova London Bridge,London,6279,15.65,Cold
2025-06-28,S002,Nova Manchester Arndale,Manchester,4342,17.54,Cold
2025-06-28,S003,Nova Birmingham Bullring,Birmingham,4331,14.19,Rain
2025-06-28,S004,Nova Bristol Cabot,Bristol,3306,16.97,Cold
2025-06-28,S005,Nova Edinburgh Princes,Edinburgh,3992,19.42,Dry
2025-06-29,S001,Nova London Bridge,London,5348,14.58,Dry
2025-06-29,S002,Nova Manchester Arndale,Manchester,4322,14.83,Dry
2025-06-29,S003,Nova Birmingham Bullring,Birmingham,3584,12.38,Rain
2025-06-29,S004,Nova Bristol Cabot,Bristol,2269,18.16,Rain
2025-06-29,S005,Nova Edinburgh Princes,Edinburgh,3510,17.21,Dry
2025-06-30,S001,Nova London Bridge,London,3849,12.6,Dry
2025-06-30,S002,Nova Manchester Arndale,Manchester,2575,11.87,Cold
2025-06-30,S003,Nova Birmingham Bullring,Birmingham,3223,13.5,Dry
2025-06-30,S004,Nova Bristol Cabot,Bristol,1837,12.8,Dry
2025-06-30,S005,Nova Edinburgh Princes,Edinburgh,2170,15.06,Cold
2025-07-01,S001,Nova London Bridge,London,4615,17.15,Dry
2025-07-01,S002,Nova Manchester Arndale,Manchester,3207,17.15,Dry
2025-07-01,S003,Nova Birmingham Bullring,Birmingham,2991,13.14,Rain
2025-07-01,S004,Nova Bristol Cabot,Bristol,2686,12.92,Sunny
2025-07-01,S005,Nova Edinburgh Princes,Edinburgh,2600,15.38,Cold
2025-07-02,S001,Nova London Bridge,London,4491,13.64,Dry
2025-07-02,S002,Nova Manchester Arndale,Manchester,3158,17.74,Dry
2025-07-02,S003,Nova Birmingham Bullring,Birmingham,3005,16.9,Rain
2025-07-02,S004,Nova Bristol Cabot,Bristol,2233,11.81,Dry
2025-07-02,S005,Nova Edinburgh Princes,Edinburgh,2768,15.27,Dry
2025-07-03,S001,Nova London Bridge,London,5126,17.1,Dry
2025-07-03,S002,Nova Manchester Arndale,Manchester,3744,13.26,Dry
2025-07-03,S003,Nova Birmingham Bullring,Birmingham,3996,13.72,Dry
2025-07-03,S004,Nova Bristol Cabot,Bristol,2334,13.19,Dry
2025-07-03,S005,Nova Edinburgh Princes,Edinburgh,2877,16.27,Dry
2025-07-04,S001,Nova London Bridge,London,6058,16.8,Dry
2025-07-04,S002,Nova Manchester Arndale,Manchester,4377,18.36,Dry
2025-07-04,S003,Nova Birmingham Bullring,Birmingham,5580,18.6,Sunny
2025-07-04,S004,Nova Bristol Cabot,Bristol,3138,15.3,Cold
2025-07-04,S005,Nova Edinburgh Princes,Edinburgh,3537,13.42,Dry
2025-07-05,S001,Nova London Bridge,London,6985,14.99,Dry
2025-07-05,S002,Nova Manchester Arndale,Manchester,5781,14.23,Dry
2025-07-05,S003,Nova Birmingham Bullring,Birmingham,6025,15.39,Dry
2025-07-05,S004,Nova Bristol Cabot,Bristol,4133,17.44,Dry
2025-07-05,S005,Nova Edinburgh Princes,Edinburgh,5259,19.41,Sunny
2025-07-06,S001,Nova London Bridge,London,5691,13.58,Cold
2025-07-06,S002,Nova Manchester Arndale,Manchester,4319,17.56,Cold
2025-07-06,S003,Nova Birmingham Bullring,Birmingham,5487,18.26,Dry
2025-07-06,S004,Nova Bristol Cabot,Bristol,3308,12.32,Dry
2025-07-06,S005,Nova Edinburgh Princes,Edinburgh,3515,13.36,Cold
2025-07-07,S001,Nova London Bridge,London,4763,12.1,Sunny
2025-07-07,S002,Nova Manchester Arndale,Manchester,3371,15.49,Dry
2025-07-07,S003,Nova Birmingham Bullring,Birmingham,3647,11.37,Dry
2025-07-07,S004,Nova Bristol Cabot,Bristol,2371,12.77,Dry
2025-07-07,S005,Nova Edinburgh Princes,Edinburgh,2602,15.53,Cold
2025-07-08,S001,Nova London Bridge,London,4322,14.67,Dry
2025-07-08,S002,Nova Manchester Arndale,Manchester,3023,13.8,Dry
2025-07-08,S003,Nova Birmingham Bullring,Birmingham,2616,13.56,Rain
2025-07-08,S004,Nova Bristol Cabot,Bristol,2411,14.45,Dry
2025-07-08,S005,Nova Edinburgh Princes,Edinburgh,2833,17.69,Dry
2025-07-09,S001,Nova London Bridge,London,4876,18.08,Dry
2025-07-09,S002,Nova Manchester Arndale,Manchester,2876,15.53,Cold
2025-07-09,S003,Nova Birmingham Bullring,Birmingham,3831,13.77,Dry
2025-07-09,S004,Nova Bristol Cabot,Bristol,1811,14.92,Rain
2025-07-09,S005,Nova Edinburgh Princes,Edinburgh,2836,16.17,Dry
2025-07-10,S001,Nova London Bridge,London,4948,11.7,Dry
2025-07-10,S002,Nova Manchester Arndale,Manchester,2712,18.16,Rain
2025-07-10,S003,Nova Birmingham Bullring,Birmingham,3678,11.9,Dry
2025-07-10,S004,Nova Bristol Cabot,Bristol,2592,12.76,Dry
2025-07-10,S005,Nova Edinburgh Princes,Edinburgh,2485,14.09,Rain
2025-07-11,S001,Nova London Bridge,London,5704,16.18,Cold
2025-07-11,S002,Nova Manchester Arndale,Manchester,4808,14.22,Dry
2025-07-11,S003,Nova Birmingham Bullring,Birmingham,4657,13.78,Dry
2025-07-11,S004,Nova Bristol Cabot,Bristol,3275,17.6,Dry
2025-07-11,S005,Nova Edinburgh Princes,Edinburgh,3819,13.68,Dry
2025-07-12,S001,Nova London Bridge,London,7742,16.87,Dry
2025-07-12,S002,Nova Manchester Arndale,Manchester,4796,13.73,Cold
2025-07-12,S003,Nova Birmingham Bullring,Birmingham,5553,17.63,Cold
2025-07-12,S004,Nova Bristol Cabot,Bristol,4052,16.38,Dry
2025-07-12,S005,Nova Edinburgh Princes,Edinburgh,3852,17.56,Rain
2025-07-13,S001,Nova London Bridge,London,5908,13.29,Cold
2025-07-13,S002,Nova Manchester Arndale,Manchester,4255,16.73,Cold
2025-07-13,S003,Nova Birmingham Bullring,Birmingham,5443,17.57,Dry
2025-07-13,S004,Nova Bristol Cabot,Bristol,3033,15.51,Cold
2025-07-13,S005,Nova Edinburgh Princes,Edinburgh,4209,18.82,Dry
2025-07-14,S001,Nova London Bridge,London,3307,17.83,Rain
2025-07-14,S002,Nova Manchester Arndale,Manchester,2907,17.08,Cold
2025-07-14,S003,Nova Birmingham Bullring,Birmingham,3841,15.5,Sunny
2025-07-14,S004,Nova Bristol Cabot,Bristol,1736,17.39,Rain
2025-07-14,S005,Nova Edinburgh Princes,Edinburgh,2653,17.11,Dry
2025-07-15,S001,Nova London Bridge,London,4108,18.47,Cold
2025-07-15,S002,Nova Manchester Arndale,Manchester,2966,12.32,Cold
2025-07-15,S003,Nova Birmingham Bullring,Birmingham,2790,15.37,Rain
2025-07-15,S004,Nova Bristol Cabot,Bristol,2192,17.12,Dry
2025-07-15,S005,Nova Edinburgh Princes,Edinburgh,2476,18.0,Dry
2025-07-16,S001,Nova London Bridge,London,4530,15.32,Dry
2025-07-16,S002,Nova Manchester Arndale,Manchester,2703,17.41,Rain
2025-07-16,S003,Nova Birmingham Bullring,Birmingham,2821,15.01,Rain
2025-07-16,S004,Nova Bristol Cabot,Bristol,1878,18.3,Rain
2025-07-16,S005,Nova Edinburgh Princes,Edinburgh,2793,13.92,Dry
2025-07-17,S001,Nova London Bridge,London,4155,12.67,Rain
2025-07-17,S002,Nova Manchester Arndale,Manchester,3443,14.54,Dry
2025-07-17,S003,Nova Birmingham Bullring,Birmingham,3423,11.15,Rain
2025-07-17,S004,Nova Bristol Cabot,Bristol,2472,15.03,Dry
2025-07-17,S005,Nova Edinburgh Princes,Edinburgh,2874,15.39,Dry
2025-07-18,S001,Nova London Bridge,London,6746,16.61,Sunny
2025-07-18,S002,Nova Manchester Arndale,Manchester,4719,15.1,Dry
2025-07-18,S003,Nova Birmingham Bullring,Birmingham,5126,17.42,Dry
2025-07-18,S004,Nova Bristol Cabot,Bristol,3321,14.43,Dry
2025-07-18,S005,Nova Edinburgh Princes,Edinburgh,3015,18.33,Rain
2025-07-19,S001,Nova London Bridge,London,7670,16.21,Sunny
2025-07-19,S002,Nova Manchester Arndale,Manchester,4181,14.76,Rain
2025-07-19,S003,Nova Birmingham Bullring,Birmingham,6598,12.61,Sunny
2025-07-19,S004,Nova Bristol Cabot,Bristol,3578,16.24,Dry
2025-07-19,S005,Nova Edinburgh Princes,Edinburgh,4184,18.41,Dry
2025-07-20,S001,Nova London Bridge,London,7596,11.97,Sunny
2025-07-20,S002,Nova Manchester Arndale,Manchester,4628,11.74,Dry
2025-07-20,S003,Nova Birmingham Bullring,Birmingham,4545,16.85,Rain
2025-07-20,S004,Nova Bristol Cabot,Bristol,3669,16.88,Dry
2025-07-20,S005,Nova Edinburgh Princes,Edinburgh,4027,16.08,Cold
2025-07-21,S001,Nova London Bridge,London,4523,17.01,Dry
2025-07-21,S002,Nova Manchester Arndale,Manchester,3322,16.28,Dry
2025-07-21,S003,Nova Birmingham Bullring,Birmingham,3127,17.09,Cold
2025-07-21,S004,Nova Bristol Cabot,Bristol,2097,13.78,Dry
2025-07-21,S005,Nova Edinburgh Princes,Edinburgh,3185,11.4,Sunny
2025-07-22,S001,Nova London Bridge,London,4095,18.49,Dry
2025-07-22,S002,Nova Manchester Arndale,Manchester,3762,12.19,Sunny
2025-07-22,S003,Nova Birmingham Bullring,Birmingham,3847,18.41,Sunny
2025-07-22,S004,Nova Bristol Cabot,Bristol,2039,17.5,Cold
2025-07-22,S005,Nova Edinburgh Princes,Edinburgh,2493,14.07,Dry
2025-07-23,S001,Nova London Bridge,London,4456,14.7,Dry
2025-07-23,S002,Nova Manchester Arndale,Manchester,3395,13.08,Dry
2025-07-23,S003,Nova Birmingham Bullring,Birmingham,3819,18.05,Dry
2025-07-23,S004,Nova Bristol Cabot,Bristol,2297,16.68,Dry
2025-07-23,S005,Nova Edinburgh Princes,Edinburgh,2745,16.86,Dry
2025-07-24,S001,Nova London Bridge,London,4748,13.75,Cold
2025-07-24,S002,Nova Manchester Arndale,Manchester,3552,13.82,Dry
2025-07-24,S003,Nova Birmingham Bullring,Birmingham,3328,17.31,Cold
2025-07-24,S004,Nova Bristol Cabot,Bristol,3000,11.3,Sunny
2025-07-24,S005,Nova Edinburgh Princes,Edinburgh,2864,16.63,Dry
2025-07-25,S001,Nova London Bridge,London,6034,19.0,Dry
2025-07-25,S002,Nova Manchester Arndale,Manchester,3618,12.52,Rain
2025-07-25,S003,Nova Birmingham Bullring,Birmingham,4773,18.54,Dry
2025-07-25,S004,Nova Bristol Cabot,Bristol,3102,18.85,Dry
2025-07-25,S005,Nova Edinburgh Princes,Edinburgh,3189,17.31,Rain
2025-07-26,S001,Nova London Bridge,London,7050,13.0,Dry
2025-07-26,S002,Nova Manchester Arndale,Manchester,4315,16.88,Rain
2025-07-26,S003,Nova Birmingham Bullring,Birmingham,5739,15.21,Cold
2025-07-26,S004,Nova Bristol Cabot,Bristol,3986,15.68,Sunny
2025-07-26,S005,Nova Edinburgh Princes,Edinburgh,4181,17.89,Dry
2025-07-27,S001,Nova London Bridge,London,6054,17.44,Cold
2025-07-27,S002,Nova Manchester Arndale,Manchester,5837,16.63,Sunny
2025-07-27,S003,Nova Birmingham Bullring,Birmingham,5871,14.08,Sunny
2025-07-27,S004,Nova Bristol Cabot,Bristol,3403,17.58,Dry
2025-07-27,S005,Nova Edinburgh Princes,Edinburgh,4098,17.54,Dry
2025-07-28,S001,Nova London Bridge,London,4032,16.5,Dry
2025-07-28,S002,Nova Manchester Arndale,Manchester,3616,15.86,Sunny
2025-07-28,S003,Nova Birmingham Bullring,Birmingham,2965,13.27,Rain
2025-07-28,S004,Nova Bristol Cabot,Bristol,2124,14.58,Dry
2025-07-28,S005,Nova Edinburgh Princes,Edinburgh,2548,18.35,Dry
2025-07-29,S001,Nova London Bridge,London,4819,11.46,Sunny
2025-07-29,S002,Nova Manchester Arndale,Manchester,3375,14.92,Dry
2025-07-29,S003,Nova Birmingham Bullring,Birmingham,3429,17.02,Dry
2025-07-29,S004,Nova Bristol Cabot,Bristol,2619,12.74,Sunny
2025-07-29,S005,Nova Edinburgh Princes,Edinburgh,2485,14.97,Dry
2025-07-30,S001,Nova London Bridge,London,4466,14.29,Dry
2025-07-30,S002,Nova Manchester Arndale,Manchester,3575,15.47,Dry
2025-07-30,S003,Nova Birmingham Bullring,Birmingham,3441,18.16,Dry
2025-07-30,S004,Nova Bristol Cabot,Bristol,2270,17.79,Dry
2025-07-30,S005,Nova Edinburgh Princes,Edinburgh,2493,14.62,Cold
2025-07-31,S001,Nova London Bridge,London,4897,15.63,Dry
2025-07-31,S002,Nova Manchester Arndale,Manchester,3166,12.62,Cold
2025-07-31,S003,Nova Birmingham Bullring,Birmingham,4007,11.06,Sunny
2025-07-31,S004,Nova Bristol Cabot,Bristol,2154,18.21,Rain
2025-07-31,S005,Nova Edinburgh Princes,Edinburgh,3017,13.89,Dry
2025-08-01,S001,Nova London Bridge,London,6604,15.96,Dry
2025-08-01,S002,Nova Manchester Arndale,Manchester,4614,14.43,Dry
2025-08-01,S003,Nova Birmingham Bullring,Birmingham,4725,17.21,Dry
2025-08-01,S004,Nova Bristol Cabot,Bristol,3152,16.52,Dry
2025-08-01,S005,Nova Edinburgh Princes,Edinburgh,3101,14.76,Rain
2025-08-02,S001,Nova London Bridge,London,7135,19.09,Dry
2025-08-02,S002,Nova Manchester Arndale,Manchester,5222,19.19,Cold
2025-08-02,S003,Nova Birmingham Bullring,Birmingham,5812,13.21,Cold
2025-08-02,S004,Nova Bristol Cabot,Bristol,4007,11.66,Dry
2025-08-02,S005,Nova Edinburgh Princes,Edinburgh,4878,12.76,Dry
2025-08-03,S001,Nova London Bridge,London,7123,15.68,Dry
2025-08-03,S002,Nova Manchester Arndale,Manchester,4666,19.11,Dry
2025-08-03,S003,Nova Birmingham Bullring,Birmingham,5818,18.52,Dry
2025-08-03,S004,Nova Bristol Cabot,Bristol,3832,15.37,Dry
2025-08-03,S005,Nova Edinburgh Princes,Edinburgh,3955,13.63,Dry
2025-08-04,S001,Nova London Bridge,London,4527,15.14,Dry
2025-08-04,S002,Nova Manchester Arndale,Manchester,3398,14.57,Dry
2025-08-04,S003,Nova Birmingham Bullring,Birmingham,3790,14.12,Sunny
2025-08-04,S004,Nova Bristol Cabot,Bristol,2204,13.59,Dry
2025-08-04,S005,Nova Edinburgh Princes,Edinburgh,2464,17.95,Cold
2025-08-05,S001,Nova London Bridge,London,3376,14.0,Rain
2025-08-05,S002,Nova Manchester Arndale,Manchester,3373,14.32,Dry
2025-08-05,S003,Nova Birmingham Bullring,Birmingham,3058,16.17,Cold
2025-08-05,S004,Nova Bristol Cabot,Bristol,1920,11.99,Rain
2025-08-05,S005,Nova Edinburgh Princes,Edinburgh,2846,13.99,Dry
2025-08-06,S001,Nova London Bridge,London,4400,11.07,Dry
2025-08-06,S002,Nova Manchester Arndale,Manchester,2871,13.54,Rain
2025-08-06,S003,Nova Birmingham Bullring,Birmingham,3492,11.05,Cold
2025-08-06,S004,Nova Bristol Cabot,Bristol,1873,11.05,Rain
2025-08-06,S005,Nova Edinburgh Princes,Edinburgh,2260,16.44,Rain
2025-08-07,S001,Nova London Bridge,London,4511,17.22,Cold
2025-08-07,S002,Nova Manchester Arndale,Manchester,4415,11.31,Sunny
2025-08-07,S003,Nova Birmingham Bullring,Birmingham,3440,11.91,Rain
2025-08-07,S004,Nova Bristol Cabot,Bristol,2727,17.86,Sunny
2025-08-07,S005,Nova Edinburgh Princes,Edinburgh,2874,13.84,Dry
2025-08-08,S001,Nova London Bridge,London,5581,16.18,Cold
2025-08-08,S002,Nova Manchester Arndale,Manchester,3741,15.2,Rain
2025-08-08,S003,Nova Birmingham Bullring,Birmingham,5427,18.19,Dry
2025-08-08,S004,Nova Bristol Cabot,Bristol,2914,13.77,Rain
2025-08-08,S005,Nova Edinburgh Princes,Edinburgh,3638,17.88,Dry
