Txn_ID,Txn_Date,Period,Account_Code,Description,Site_Code,Department,Amount_GBP
105248,2025-10-14,FY25-10,6000,Wages & Salaries,S001,,-10020.18
102072,2025-04-06,FY25-04,6200,UTILITIES - ELECTRICITY,S002,,-582.67
102161,2025-04-18,FY25-04,6500,IT & Software Licences,S002,,-1490.39
103876,2025-07-09,FY25-07,7000,Depreciation,S001,,-2091.63
102794,2025-06-14,FY25-06,4000,Food & Beverage Revenue,S001,MEMBERSHIP,19150.07
106002,2025-11-11,FY25-11,6200,Utilities - Electricity,S002,,-801.89
104433,2025-08-02,FY25-08,7000,Depreciation,S005,,-821.71
100650,2025-02-18,FY25-02,4030,Membership Revenue,S003,RETAIL,2611.89
106570,2025-12-14,FY25-12,6100,Property Rent,S004,,-2099.72
104539,2025-09-04,FY25-09,4030,Membership Revenue,S003,MEMBERSHIP,2875.72
102436,2025-05-21,FY25-05,5000,Cost of Goods Sold - F&B,S002,FOOD_BEV,-5551.76
101262,2025-03-21,FY25-03,4040,Events & Hire Revenue,S003,FOOD_BEV,1397.0
102007,2025-04-12,FY25-04,6100,Property Rent,S003,,-6134.35
102080,2025-04-05,FY25-04,6200,Utilities - Electricity,S002,,-582.67
104940,2025-09-22,FY25-09,7000,Depreciation,S002,,-1189.9
100055,2025-01-12,FY25-01,4010,Retail Merchandise Revenue,S003,ENTERTAINMENT,5863.22
101645,2025-03-18,FY25-03,7000,DEPRECIATION,S005,,-630.19
104088,2025-08-04,FY25-08,5000,Cost of Goods Sold - F&B,S001,MEMBERSHIP,-6326.83
106401,2025-12-09,FY25-12,5000,Cost of Goods Sold - F&B,S003,,-5456.62
105834,2025-11-27,FY25-11,6000,Wages & Salaries,S002,,-6334.56
103548,2025-07-20,FY25-07,4040,Events & Hire Revenue,S003,EVENTS,1880.27
102959,2025-06-20,FY25-06,4040,Events & Hire Revenue,S001,EVENTS,2842.07
104380,2025-08-18,FY25-08,6500,IT & Software Licences,S003,,-1040.31
101267,2025-03-27,FY25-03,4040,Events & Hire Revenue,S003,FOOD_BEV,1397.0
102050,2025-04-18,FY25-04,6110,Business Rates,S003,,-1125.59
105998,2025-11-29,FY25-11,6200,Utilities - Electricity,S001,,-1170.24
105621,2025-11-09,FY25-11,4010,Retail Merchandise Revenue,S003,ENTERTAINMENT,4698.81
103918,2025-08-21,FY25-08,4000,Food & Beverage Revenue,S003,RETAIL,51893.93
104367,2025-08-01,FY25-08,6400,REPAIRS & MAINTENANCE,S002,,-3706.79
101663,2025-04-15,FY25-04,4000,Food & Beverage Revenue,S002,,9604.18
105889,2025-11-20,FY25-11,6010,Employer NI & Pension  ,S002,,-1192.13
101981,2025-04-09,FY25-04,6010,Employer NI & Pension,S003,,-1304.06
101620,2025-03-25,FY25-03,7000,Depreciation,S003,,-1457.31
100815,2025-02-03,FY25-02,6000,Wages & Salaries,S002,,-11738.56
106349,2025-12-12,FY25-12,4040,Events & Hire Revenue,S002,EVENTS,2357.58
100712,2025-02-12,FY25-02,4040,Events & Hire Revenue,S005,RETAIL,1059.63
104521,2025-09-22,FY25-09,4020,Entertainment Revenue,S005,EVENTS,10477.53
101016,2025-02-23,FY25-02,6500,IT & Software Licences,S001,,-1210.49
102179,2025-04-22,FY25-04,6700,Professional Fees,S001,,-2021.77
102051,2025-04-21,FY25-04,6110,Business Rates,S003,,-1125.59
106277,2025-12-20,FY25-12,4020,Entertainment Revenue,S005,ENTERTAINMENT,8502.15
105179,2025-10-17,FY25-10,5000,Cost of Goods Sold - F&B,S002,MEMBERSHIP,-5493.78
100755,2025-02-20,FY25-02,5000,Cost of Goods Sold - F&B,S005,RETAIL,-2399.43
102362,2025-05-05,FY25-05,4030,Membership Revenue,S004,FOOD_BEV,3930.05
105074,2025-10-23,FY25-10,4020,ENTERTAINMENT REVENUE,S004,ENTERTAINMENT,5746.06
100846,2025-02-21,FY25-02,6010,Employer NI & Pension,S001,,-1286.35
101408,2025-03-07,FY25-03,6010,Employer NI & Pension,S001,,-1332.74
101483,2025-03-17,FY25-03,6110,Business Rates,S003,,-1540.13
105582,2025-11-02,FY25-11,4000,Food & Beverage Revenue,S001,,19337.25
102274,2025-05-26,FY25-05,4010,Retail Merchandise Revenue,S002,EVENTS,4832.83
100420,2025-01-23,FY25-01,6210,Utilities - Gas/Water,S001,,-1977.57
106776,2025-12-21,FY25-12,7000,Depreciation,S002,,-686.18
103184,2025-06-24,FY25-06,6110,Business Rates,S005,,-724.07
106312,2025-12-10,FY25-12,4030,Membership Revenue,S004,ENTERTAINMENT,2245.31
105382,2025-10-29,FY25-10,6100,Property Rent,S005,,-2489.24
104896,2025-09-20,FY25-09,6500,IT & Software Licences,S001,,-1838.65
106623,2025-12-27,FY25-12,6110,Business Rates,S005,,-685.05
106009,2025-11-04,FY25-11,6200,Utilities - Electricity,S002,,-801.89
102847,2025-06-05,FY25-06,4010,Retail Merchandise Revenue,S003,MEMBERSHIP,3951.78
104324,2025-08-20,FY25-08,6200,Utilities - Electricity,S004,,-1235.36
106762,2025-12-20,FY25-12,7000,Depreciation,S001,,-900.55
101933,2025-04-11,FY25-04,6000,Wages & Salaries,S003,,-7062.56
102968,2025-06-30,FY25-06,4040,Events & Hire Revenue,S002,,1695.21
105576,2025-11-08,FY25-11,4000,Food & Beverage Revenue,S001,ENTERTAINMENT,19337.25
100829,2025-02-05,FY25-02,6000,Wages & Salaries,S005,,-8593.48
100390,2025-01-22,FY25-01,6200,Utilities - Electricity,S002,,-845.99
106221,2025-12-14,FY25-12,4010,Retail Merchandise Revenue,S003,,10971.22
103887,2025-07-16,FY25-07,7000,Depreciation,S004,,-569.39
105928,2025-11-24,FY25-11,6100,Property Rent,S002,,-2729.24
106241,2025-12-27,FY25-12,4010,Retail Merchandise Revenue,S005,MEMBERSHIP,6686.59
102285,2025-05-30,FY25-05,4010,Retail Merchandise Revenue,S004,RETAIL,2634.56
105088,2025-10-03,FY25-10,4030,MEMBERSHIP REVENUE,S001,EVENTS,4079.33
101942,2025-04-15,FY25-04,6000,Wages & Salaries,S003,,-7062.56
104151,2025-08-16,FY25-08,5010,Cost of Goods Sold - Retail,S004,MEMBERSHIP,-3934.71
104158,2025-08-12,FY25-08,5010,Cost of Goods Sold - Retail,S005,RETAIL,-2535.68
102366,2025-05-31,FY25-05,4030,Membership Revenue,S005,RETAIL,1985.92
101040,2025-02-19,FY25-02,6700,Professional Fees,S002,,-515.15
101681,2025-04-05,FY25-04,4000,Food & Beverage Revenue,S004,EVENTS,9429.66
101995,2025-04-04,FY25-04,6010,Employer NI & Pension,S005,,-1626.98
101166,2025-03-31,FY25-03,4020,Entertainment Revenue,S001,FOOD_BEV,14629.54
103771,2025-07-09,FY25-07,6110,Business Rates,S004,,-584.85
100330,2025-01-08,FY25-01,6110,BUSINESS RATES,S001,,-1010.45
102666,2025-05-06,FY25-05,5099,Marketing & Promotions,S001,,-2034.11
106620,2025-12-22,FY25-12,6110,Business Rates,S005,,-685.05
102313,2025-05-29,FY25-05,4020,Entertainment Revenue,S003,ENTERTAINMENT,7692.17
105779,2025-11-18,FY25-11,5010,Cost of Goods Sold - Retail,S001,FOOD_BEV,-3373.86
105584,2025-11-12,FY25-11,4000,Food & Beverage Revenue,S002,RETAIL,40737.59
103010,2025-06-14,FY25-06,5000,Cost of Goods Sold - F&B,S005,FOOD_BEV,-3136.08
103210,2025-06-12,FY25-06,6200,Utilities - Electricity,S003,,-471.51
102136,2025-04-29,FY25-04,6300,Marketing & Promotions,S003,,-543.89
102616,2025-05-11,FY25-05,6110,Business Rates,S003,,-1682.44
104244,2025-08-16,FY25-08,6100,Property Rent,S001,,-3523.12
104382,2025-08-16,FY25-08,6500,IT & Software Licences,S004,,-1178.5
100934,2025-02-05,FY25-02,6110,Business Rates,S004,,-769.87
102648,2025-05-30,FY25-05,6200,Utilities - Electricity,S003,,-596.19
106679,2025-12-27,FY25-12,5099,Utilities - Gas/Water,S002,,-1029.57
105792,2025-11-23,FY25-11,5010,Cost of Goods Sold - Retail,S002,RETAIL,-2458.12
105826,2025-11-04,FY25-11,6000,Wages & Salaries,S001,,-9868.1
104096,2025-08-19,FY25-08,5000,Cost of Goods Sold - F&B,S002,FOOD_BEV,-6644.36
103035,2025-06-23,FY25-06,5010,Cost of Goods Sold - Retail,S004,FOOD_BEV,-4653.48
102118,2025-04-24,FY25-04,9000,Marketing & Promotions,S001,,-702.85
104690,2025-09-07,FY25-09,6000,Wages & Salaries,S004,,-12137.36
106690,2025-12-06,FY25-12,6300,Marketing & Promotions,S002,,-2230.73
102402,2025-05-19,FY25-05,4040,Events & Hire Revenue,S003,FOOD_BEV,2193.01
104343,2025-08-01,FY25-08,6300,Marketing & Promotions,S001,,-1333.91
106783,2025-12-02,FY25-12,7000,Depreciation,S003,,-1292.33
100543,2025-02-17,FY25-02,4000,Food & Beverage Revenue,S003,FOOD_BEV,10853.28
101838,2025-04-14,FY25-04,4040,Events & Hire Revenue,S005,ENTERTAINMENT,1428.32
100774,2025-02-10,FY25-02,5010,Cost of Goods Sold - Retail,S002,EVENTS,-1466.86
100348,2025-01-15,FY25-01,6110,Business Rates,S002,,-841.37
102102,2025-04-13,FY25-04,6200,Utilities - Electricity,S005,,-865.87
100381,2025-01-21,FY25-01,6200,Utilities - Electricity,S001,,-1044.44
102810,2025-06-24,FY25-06,4000,Food & Beverage Revenue,S003,FOOD_BEV,15816.03
100795,2025-02-08,FY25-02,5010,Cost of Goods Sold - Retail,S005,MEMBERSHIP,-1435.74
102298,2025-05-22,FY25-05,4010,Retail Merchandise Revenue,S005,FOOD_BEV,7363.06
101068,2025-02-12,FY25-02,7000,Depreciation,S004,,-678.29
100319,2025-01-11,FY25-01,6100,Property Rent,S004,,-5448.29
105464,2025-10-14,FY25-10,5099,Utilities - Gas/Water,S001,,-1495.75
103404,2025-07-05,FY25-07,4010,Retail Merchandise Revenue,S003,FOOD_BEV,5270.41
103728,2025-07-20,FY25-07,6100,Property Rent,S004,,-7667.21
103297,2025-06-19,FY25-06,6700,Professional Fees,S003,,-835.68
103115,2025-06-24,FY25-06,6100,Property Rent,S001,,-6410.63
106234,2025-12-04,FY25-12,4010,Retail Merchandise Revenue,S004,MEMBERSHIP,4792.11
104225,2025-08-16,FY25-08,6010,EMPLOYER NI & PENSION,S004,,-1767.39
102220,2025-04-08,FY25-04,7000,Depreciation,S005,,-1536.07
106489,2025-12-11,FY25-12,9000,Wages & Salaries  ,S003,,-9378.32
100140,2025-01-21,FY25-01,4040,Events & Hire Revenue,S002,EVENTS,1204.32
101539,2025-03-26,FY25-03,6210,Utilities - Gas/Water,S001,,-1076.1
104638,2025-09-14,FY25-09,5010,Cost of Goods Sold - Retail,S003,,-3313.75
106101,2025-11-03,FY25-11,6500,IT & Software Licences,S005,,-1241.46
103806,2025-07-10,FY25-07,6300,Marketing & Promotions,S001,,-1052.23
101902,2025-04-25,FY25-04,5010,Cost of Goods Sold - Retail,S003,EVENTS,-1881.25
100267,2025-01-01,FY25-01,6010,Employer NI & Pension,S002,,-3530.01
104776,2025-09-16,FY25-09,6100,Property Rent,S004,,-1915.39
104476,2025-09-04,FY25-09,4010,Retail Merchandise Revenue,S002,EVENTS,3375.24
103188,2025-06-23,FY25-06,6200,Utilities - Electricity,S001,,-1081.26
106462,2025-12-16,FY25-12,5010,Cost of Goods Sold - Retail,S004,EVENTS,-10396.7
106381,2025-12-13,FY25-12,5000,Cost of Goods Sold - F&B,S001,RETAIL,-6002.24
104652,2025-09-01,FY25-09,5010,Cost of Goods Sold - Retail,S004,EVENTS,-1615.47
103601,2025-07-08,FY25-07,5010,Cost of Goods Sold - Retail,S002,RETAIL,-2114.41
104800,2025-09-30,FY25-09,6110,Business Rates,S003,,-1318.52
101639,2025-03-10,FY25-03,7000,Depreciation,S005,,-630.19
104792,2025-09-03,FY25-09,6110,Business Rates,S002,,-1173.38
106659,2025-12-10,FY25-12,6200,Utilities - Electricity,S004,,-941.01
104716,2025-09-15,FY25-09,6010,Employer NI & Pension,S003,,-1405.44
102734,2025-05-10,FY25-05,6700,Professional Fees,S002,,-1489.68
104989,2025-10-19,FY25-10,4000,Food & Beverage Revenue,S003,MEMBERSHIP,11377.52
100154,2025-01-14,FY25-01,4040,Events & Hire Revenue,S003,FOOD_BEV,1121.72
105838,2025-11-14,FY25-11,6000,Wages & Salaries,S002,,-6334.56
102786,2025-05-11,FY25-05,7000,Depreciation  ,S005,,-633.62
102069,2025-04-05,FY25-04,6200,Utilities - Electricity,S001,,-838.85
100279,2025-01-03,FY25-01,6010,Employer NI & Pension,S004,,-767.67
103693,2025-07-15,FY25-07,6010,Employer NI & Pension,S004,,-689.25
103230,2025-06-03,FY25-06,6300,Marketing & Promotions  ,S001,,-828.46
104595,2025-09-23,FY25-09,5000,Cost of Goods Sold - F&B  ,S002,FOOD_BEV,-10443.84
106069,2025-11-29,FY25-11,6300,Marketing & Promotions,S003,,-788.87
106345,2025-12-13,FY25-12,4040,Events & Hire Revenue,S002,FOOD_BEV,2357.58
102114,2025-04-13,FY25-04,6210,Utilities - Gas/Water,S005,,-647.32
104247,2025-08-28,FY25-08,6100,Property Rent,S002,,-7203.73
106099,2025-11-28,FY25-11,6500,IT & Software Licences,S004,,-2324.03
105504,2025-10-29,FY25-10,6300,Marketing & Promotions,S005,,-812.7
101649,2025-03-31,FY25-03,7000,Depreciation,S005,,-630.19
106685,2025-12-20,FY25-12,6210,Utilities - Gas/Water,S005,,-884.41
102999,2025-06-03,FY25-06,5000,Cost of Goods Sold - F&B,S003,RETAIL,-15453.09
104793,2025-09-08,FY25-09,6110,Business Rates,S002,,-1173.38
101929,2025-04-22,FY25-04,6000,Wages & Salaries,S002,,-11471.39
101491,2025-03-30,FY25-03,6110,Business Rates,S004,,-617.62
102721,2025-05-31,FY25-05,6500,IT & Software Licences,S004,,-2240.26
102228,2025-05-29,FY25-05,4000,Food & Beverage Revenue,S002,FOOD_BEV,11656.23
101215,2025-03-25,FY25-03,4030,Membership Revenue,S003,MEMBERSHIP,4018.52
105711,2025-11-02,FY25-11,4040,Events & Hire Revenue,S001,FOOD_BEV,2883.72
104475,2025-09-03,FY25-09,4010,Retail Merchandise Revenue,S002,FOOD_BEV,3375.24
100792,2025-02-06,FY25-02,5010,Cost of Goods Sold - Retail,S004,EVENTS,-1305.65
102235,2025-05-15,FY25-05,4000,Food & Beverage Revenue,S002,ENTERTAINMENT,11656.23
100911,2025-02-11,FY25-02,6110,Business Rates,S001,,-2147.42
105727,2025-11-11,FY25-11,4040,Events & Hire Revenue,S003,ENTERTAINMENT,5314.91
106608,2025-12-21,FY25-12,6110,BUSINESS RATES,S004,,-556.3
102128,2025-04-25,FY25-04,6300,Marketing & Promotions,S002,,-749.31
102636,2025-05-23,FY25-05,6200,Utilities - Electricity,S002,,-920.75
103541,2025-07-03,FY25-07,4040,Events & Hire Revenue,S003,RETAIL,1880.27
102222,2025-04-25,FY25-04,7000,DEPRECIATION,S005,,-1536.07
100057,2025-01-22,FY25-01,4010,Retail Merchandise Revenue,S003,MEMBERSHIP,5863.22
100078,2025-01-18,FY25-01,4020,Entertainment Revenue,S002,MEMBERSHIP,16672.88
102960,2025-06-03,FY25-06,4040,Events & Hire Revenue,S001,MEMBERSHIP,2842.07
102595,2025-05-05,FY25-05,6100,Property Rent,S005,,-6221.79
101927,2025-04-17,FY25-04,6000,Wages & Salaries,S002,,-11471.39
104778,2025-09-01,FY25-09,6100,Property Rent,S005,,-2692.39
105802,2025-11-07,FY25-11,5010,Cost of Goods Sold - Retail,S003,ENTERTAINMENT,-3801.75
105156,2025-10-24,FY25-10,4040,Events & Hire Revenue,S003,MEMBERSHIP,1664.08
100717,2025-02-21,FY25-02,4040,EVENTS & HIRE REVENUE,S005,EVENTS,1059.63
102888,2025-06-28,FY25-06,4020,Entertainment Revenue,S003,MEMBERSHIP,6624.45
105743,2025-11-04,FY25-11,5000,COST OF GOODS SOLD - F&B,S001,RETAIL,-11321.84
102174,2025-04-22,FY25-04,6600,Insurance,S003,,-1899.68
104804,2025-09-30,FY25-09,6110,Business Rates,S003,,-1318.52
101615,2025-03-18,FY25-03,7000,Depreciation,S002,,-1676.72
103174,2025-06-28,FY25-06,6110,Business Rates,S004,,-1622.46
100398,2025-01-08,FY25-01,6200,Utilities - Electricity,S003,,-2470.74
103660,2025-07-17,FY25-07,6000,Wages & Salaries,S005,,-12118.07
105058,2025-10-10,FY25-10,4020,Entertainment Revenue,S002,EVENTS,6133.05
104998,2025-10-14,FY25-10,4000,Food & Beverage Revenue,S004,FOOD_BEV,9302.7
105603,2025-11-25,FY25-11,4000,Food & Beverage Revenue,S005,FOOD_BEV,19905.43
105719,2025-11-13,FY25-11,4040,Events & Hire Revenue,S002,ENTERTAINMENT,3439.05
103551,2025-07-25,FY25-07,4040,Events & Hire Revenue,S004,MEMBERSHIP,2400.94
101701,2025-04-11,FY25-04,4010,Retail Merchandise Revenue,S001,EVENTS,4233.73
105410,2025-10-07,FY25-10,6110,Business Rates,S003,,-733.4
103810,2025-07-30,FY25-07,6300,Marketing & Promotions,S002,,-1146.11
101319,2025-03-07,FY25-03,5000,Cost of Goods Sold - F&B,S005,MEMBERSHIP,-5327.95
104832,2025-09-09,FY25-09,6200,Utilities - Electricity,S003,,-509.67
101145,2025-03-10,FY25-03,4010,Retail Merchandise Revenue,S003,,3854.67
104512,2025-09-26,FY25-09,4020,Entertainment Revenue,S003,FOOD_BEV,16187.65
104258,2025-08-06,FY25-08,6100,Property Rent,S004,,-1921.92
101402,2025-03-05,FY25-03,6010,Employer NI & Pension,S001,,-1332.74
102988,2025-06-10,FY25-06,4040,Events & Hire Revenue,S005,ENTERTAINMENT,3232.63
100933,2025-02-02,FY25-02,6110,Business Rates,S004,,-769.87
103058,2025-06-10,FY25-06,6000,Wages & Salaries,S003,,-10274.21
103226,2025-06-19,FY25-06,6210,Utilities - Gas/Water,S005,,-726.18
103602,2025-07-10,FY25-07,5010,Cost of Goods Sold - Retail,S002,RETAIL,-2114.41
102194,2025-04-01,FY25-04,7000,Depreciation,S001,,-1051.78
103588,2025-07-17,FY25-07,5000,Cost of Goods Sold - F&B,S005,RETAIL,-5493.54
101041,2025-02-02,FY25-02,6700,Professional Fees,S002,,-515.15
100835,2025-02-22,FY25-02,5099,Wages & Salaries,S005,,-8593.48
105659,2025-11-23,FY25-11,4020,Entertainment Revenue,S003,RETAIL,27114.19
104880,2025-09-23,FY25-09,6300,Marketing & Promotions,S005,,-659.84
103859,2025-07-07,FY25-07,6600,Insurance,S004,,-477.31
105131,2025-10-26,FY25-10,4030,Membership Revenue,S005,ENTERTAINMENT,2147.18
101878,2025-04-28,FY25-04,5000,Cost of Goods Sold - F&B,S005,MEMBERSHIP,-3682.97
101169,2025-03-13,FY25-03,4020,Entertainment Revenue,S002,MEMBERSHIP,10092.21
104146,2025-08-08,FY25-08,5010,Cost of Goods Sold - Retail,S003,MEMBERSHIP,-2704.07
104702,2025-09-18,FY25-09,6000,Wages & Salaries,S005,,-5969.36
100266,2025-01-03,FY25-01,6010,Employer NI & Pension,S002,,-3530.01
100506,2025-01-20,FY25-01,7000,Depreciation,S003,,-980.52
105832,2025-11-09,FY25-11,9000,Wages & Salaries,S002,,-6334.56
105246,2025-10-14,FY25-10,6000,Wages & Salaries,S001,,-10020.18
102288,2025-05-03,FY25-05,4010,Retail Merchandise Revenue,S004,ENTERTAINMENT,2634.56
103056,2025-06-02,FY25-06,6000,Wages & Salaries,S003,,-10274.21
105857,2025-11-14,FY25-11,6000,Wages & Salaries,S004,,-5457.64
104938,2025-09-16,FY25-09,7000,Depreciation,S002,,-1189.9
100485,2025-01-28,FY25-01,7000,Depreciation,S001,,-956.23
102917,2025-06-23,FY25-06,4030,Membership Revenue,S001,EVENTS,5799.93
101960,2025-04-08,FY25-04,6000,Wages & Salaries,S005,,-7334.18
102746,2025-05-13,FY25-05,7000,Depreciation,S001,,-1061.79
105450,2025-10-12,FY25-10,6200,Utilities - Electricity,S004,,-1385.84
103852,2025-07-19,FY25-07,6600,Insurance,S002,,-609.73
104109,2025-08-07,FY25-08,5000,Cost of Goods Sold - F&B,S003,EVENTS,-4492.98
100306,2025-01-24,FY25-01,6100,Property Rent,S002,,-9934.57
104505,2025-09-27,FY25-09,4020,Entertainment Revenue,S002,RETAIL,7531.22
100785,2025-02-06,FY25-02,5010,Cost of Goods Sold - Retail,S004,,-1305.65
101072,2025-02-11,FY25-02,7000,Depreciation,S004,,-678.29
104983,2025-10-22,FY25-10,4000,Food & Beverage Revenue,S003,EVENTS,11377.52
100307,2025-01-13,FY25-01,6100,Property Rent,S002,,-9934.57
105307,2025-10-30,FY25-10,6010,Employer NI & Pension,S002,,-2075.58
100274,2025-01-22,FY25-01,6010,Employer NI & Pension,S003,,-1393.68
100184,2025-01-01,FY25-01,5000,Cost of Goods Sold - F&B,S005,EVENTS,-5016.92
102175,2025-04-02,FY25-04,6600,Insurance,S004,,-723.96
101017,2025-02-03,FY25-02,6500,IT & Software Licences,S001,,-1210.49
101883,2025-04-20,FY25-04,5000,Cost of Goods Sold - F&B,S005,ENTERTAINMENT,-3682.97
100876,2025-02-15,FY25-02,6010,Employer NI & Pension,S005,,-1829.08
102695,2025-05-24,FY25-05,6300,Marketing & Promotions,S004,,-468.42
104443,2025-09-16,FY25-09,4000,Food & Beverage Revenue,S001,ENTERTAINMENT,53886.26
105045,2025-10-08,FY25-10,4020,Entertainment Revenue,S001,FOOD_BEV,13869.37
101797,2025-04-19,FY25-04,4040,Events & Hire Revenue,S001,ENTERTAINMENT,2784.36
100980,2025-02-11,FY25-02,6200,Utilities - Electricity,S005,,-1110.63
103055,2025-06-27,FY25-06,6000,Wages & Salaries,S003,,-10274.21
103992,2025-08-09,FY25-08,4020,Entertainment Revenue,S003,RETAIL,32693.05
100969,2025-02-21,FY25-02,6200,Utilities - Electricity,S003,,-922.6
103530,2025-07-29,FY25-07,4040,Events & Hire Revenue,S002,RETAIL,1771.83
104707,2025-09-03,FY25-09,6010,Employer NI & Pension,S001,,-2613.88
105272,2025-10-11,FY25-10,6000,Wages & Salaries,S003,,-9647.86
102774,2025-05-03,FY25-05,7000,DEPRECIATION,S004,,-1097.67
100651,2025-02-06,FY25-02,4030,Membership Revenue,S004,RETAIL,2050.06
100031,2025-01-30,FY25-01,4000,Food & Beverage Revenue,S005,MEMBERSHIP,12291.18
105780,2025-11-28,FY25-11,5010,Cost of Goods Sold - Retail,S001,EVENTS,-3373.86
103727,2025-07-23,FY25-07,6999,Property Rent,S004,,-7667.21
106496,2025-12-09,FY25-12,6000,Wages & Salaries,S004,,-5411.5
105274,2025-10-11,FY25-10,6000,Wages & Salaries,S003,,-9647.86
105130,2025-10-23,FY25-10,4030,Membership Revenue,S005,MEMBERSHIP,2147.18
105095,2025-10-01,FY25-10,4030,Membership Revenue,S002,EVENTS,2609.52
105291,2025-10-30,FY25-10,6000,WAGES & SALARIES,S005,,-7983.05
103305,2025-06-16,FY25-06,7000,Depreciation,S001,,-1767.15
101444,2025-03-02,FY25-03,6100,Property Rent,S001,,-3017.93
100137,2025-01-07,FY25-01,4040,Events & Hire Revenue,S002,MEMBERSHIP,1204.32
104577,2025-09-18,FY25-09,4040,Events & Hire Revenue,S003,EVENTS,4937.15
103052,2025-06-17,FY25-06,6000,Wages & Salaries,S002,,-19564.91
105570,2025-10-18,FY25-10,7000,Depreciation,S005,,-1084.09
104964,2025-10-18,FY25-10,4000,Food & Beverage Revenue,S001,MEMBERSHIP,11440.62
100350,2025-01-02,FY25-01,6110,Business Rates,S003,,-705.23
102229,2025-05-23,FY25-05,4000,Food & Beverage Revenue,S002,FOOD_BEV,11656.23
104743,2025-09-10,FY25-09,6010,Employer NI & Pension,S005,,-833.04
103306,2025-06-16,FY25-06,7000,Depreciation,S001,,-1767.15
101568,2025-03-26,FY25-03,6500,IT & Software Licences  ,S001,,-1879.03
105860,2025-11-02,FY25-11,6000,Wages & Salaries,S004,,-5457.64
102064,2025-04-03,FY25-04,6200,Utilities - Electricity,S001,,-838.85
103181,2025-06-08,FY25-06,6110,Business Rates,S005,,-724.07
102352,2025-05-12,FY25-05,4030,Membership Revenue,S002,ENTERTAINMENT,7004.89
104255,2025-08-08,FY25-08,6100,Property Rent,S004,,-1921.92
100940,2025-02-10,FY25-02,6110,Business Rates,S005,,-927.21
105468,2025-10-31,FY25-10,6210,Utilities - Gas/Water,S003,,-823.62
102656,2025-05-21,FY25-05,6210,Utilities - Gas/Water,S001,,-1195.38
102111,2025-04-27,FY25-04,6210,Utilities - Gas/Water,S003,,-1082.62
104607,2025-09-16,FY25-09,5000,Cost of Goods Sold - F&B,S004,ENTERTAINMENT,-3195.43
101825,2025-04-30,FY25-04,4040,Events & Hire Revenue,S004,ENTERTAINMENT,1911.02
106402,2025-12-03,FY25-12,5000,Cost of Goods Sold - F&B,S003,EVENTS,-5456.62
106350,2025-12-03,FY25-12,4040,Events & Hire Revenue,S003,ENTERTAINMENT,3739.2
100779,2025-02-25,FY25-02,5010,Cost of Goods Sold - Retail,S003,ENTERTAINMENT,-2951.3
106443,2025-12-25,FY25-12,5010,Cost of Goods Sold - Retail,S001,MEMBERSHIP,-4803.92
100952,2025-02-13,FY25-02,6200,Utilities - Electricity,S001,,-936.55
102792,2025-06-07,FY25-06,4000,Food & Beverage Revenue,S001,EVENTS,19150.07
105472,2025-10-23,FY25-10,6210,Utilities - Gas/Water,S005,,-2058.15
106165,2025-11-28,FY25-11,7000,Depreciation,S005,,-1224.56
104852,2025-09-16,FY25-09,6210,Utilities - Gas/Water,S003,,-1945.96
106534,2025-12-14,FY25-12,6010,Employer NI & Pension,S004,,-802.52
102784,2025-05-30,FY25-05,7000,Depreciation,S005,,-633.62
104705,2025-09-28,FY25-09,6000,Wages & Salaries,S005,,-5969.36
103849,2025-07-23,FY25-07,6500,IT & SOFTWARE LICENCES,S004,,-725.63
106240,2025-12-19,FY25-12,4010,RETAIL MERCHANDISE REVENUE,S005,ENTERTAINMENT,6686.59
104277,2025-08-18,FY25-08,6110,Business Rates,S001,,-1815.18
101331,2025-03-12,FY25-03,5010,Cost of Goods Sold - Retail,S002,EVENTS,-2209.77
106656,2025-12-22,FY25-12,6200,Utilities - Electricity,S003,,-858.1
102717,2025-05-20,FY25-05,6500,IT & Software Licences,S001,,-1256.67
105724,2025-11-22,FY25-11,4040,Events & Hire Revenue,S003,MEMBERSHIP,5314.91
101430,2025-03-11,FY25-03,6010,Employer NI & Pension,S004,,-2117.38
102509,2025-05-09,FY25-05,6000,Wages & Salaries,S002,,-6564.86
102585,2025-05-29,FY25-05,6100,Property Rent,S003,,-7534.58
104796,2025-09-29,FY25-09,6110,Business Rates,S002,,-1173.38
105619,2025-11-06,FY25-11,4010,Retail Merchandise Revenue,S003,MEMBERSHIP,4698.81
100776,2025-02-10,FY25-02,5010,Cost of Goods Sold - Retail,S002,RETAIL,-1466.86
100174,2025-01-10,FY25-01,5000,Cost of Goods Sold - F&B,S002,FOOD_BEV,-5140.06
103082,2025-06-29,FY25-06,6010,Employer NI & Pension,S002,,-1505.45
101991,2025-04-22,FY25-04,6010,Employer NI & Pension,S005,,-1626.98
100931,2025-02-13,FY25-02,6110,Business Rates,S004,,-769.87
101079,2025-02-27,FY25-02,7000,Depreciation,S005,,-918.87
103990,2025-08-24,FY25-08,4020,Entertainment Revenue,S003,RETAIL,32693.05
100890,2025-02-22,FY25-02,6100,Property Rent,S002,,-4174.6
101937,2025-04-11,FY25-04,6000,Wages & Salaries,S003,,-7062.56
102918,2025-06-27,FY25-06,4030,Membership Revenue,S001,ENTERTAINMENT,5799.93
100801,2025-02-27,FY25-02,5010,Cost of Goods Sold - Retail,S005,EVENTS,-1435.74
